"Rank","Player","Team","Position","Points","Games","Avg"
"475","Ben Roethlisberger","PIT","QB","13.7","2","6.9"
"476","J.J. Nelson","Multi","WR","13.6","2","6.8"
"477","Durham Smythe","MIA","TE","13.5","16","0.8"
"478","Luke Stocker","ATL","TE","13.3","15","0.9"
"479","Derek Watt","LAC","RB","13.2","16","0.8"
"480","Lee Smith","BUF","TE","13.1","16","0.8"
"481","Riley Ridley","CHI","WR","12.9","5","2.6"
"482","T.J. Jones","NYG","WR","12.8","3","4.3"
"483","Devontae Booker","DEN","RB","12.6","16","0.8"
"484","Robert Foster","BUF","WR","12.3","13","1.0"
"484","Spencer Ware","Multi","RB","12.3","3","4.1"
"486","Trent Sherfield","ARI","WR","12.0","16","0.8"
"487","Mike Davis","Multi","RB","11.9","12","1.0"
"488","Jamal Agnew","DET","WR","11.7","13","0.9"
"489","Luke Falk","NYJ","QB","11.6","3","3.9"
"490","Andre Patton","LAC","WR","11.6","13","0.9"
"490","Zach Line","NO","RB","11.6","12","1.0"
"490","KhaDarel Hodge","CLE","WR","11.6","16","0.7"
"493","Javorius Allen","NYG","RB","11.5","11","1.1"
"494","Ryan Switzer","PIT","WR","10.7","9","1.2"
"495","Tra Carson","Multi","RB","10.6","4","2.7"
"496","Tevin Jones","Multi","WR","10.1","5","2.0"
"496","Clive Walford","MIA","TE","10.1","8","1.3"
"498","Patrick DiMarco","BUF","RB","9.8","16","0.6"
"499","Alex Armah Jr.","CAR","RB","9.7","16","0.6"
"500","Cedrick Wilson Jr.","DAL","WR","9.6","6","1.6"
"501","Troymaine Pope","LAC","RB","9.4","14","0.7"
"501","Marshawn Lynch","SEA","RB","9.4","2","4.7"
"501","Khari Blasingame","Multi","RB","9.4","6","1.6"
"504","Cethan Carter","CIN","TE","9.3","15","0.6"
"505","DeAndrew White","CAR","WR","9.1","10","0.9"
"506","Travis Benjamin","LAC","WR","9.0","5","1.8"
"506","Chad Beebe","MIN","WR","9.0","3","3.0"
"506","Chris Lacy","DET","WR","9.0","7","1.3"
"506","Matt Barkley","BUF","QB","9.0","3","3.0"
"506","Greg Joseph","Multi","K","9.0","3","3.0"
"511","Ventell Bryant","DAL","WR","8.5","12","0.7"
"512","Jon Hilliman","NYG","RB","8.2","3","2.7"
"513","Lance Kendricks","Multi","TE","8.0","12","0.7"
"513","Drew Sample","CIN","TE","8.0","9","0.9"
"513","Devine Ozigbo","JAC","RB","8.0","10","0.8"
"513","Deon Yelder","KC","TE","8.0","10","0.8"
"517","Diontae Spencer","DEN","WR","7.7","16","0.5"
"518","Dwayne Washington","NO","RB","7.6","16","0.5"
"519","Jordan Matthews","Multi","WR","7.3","3","2.4"
"520","Ross Travis","Multi","TE","7.1","3","2.4"
"521","Trevon Wesco","NYJ","TE","6.9","16","0.4"
"522","Geremy Davis","LAC","WR","6.8","8","0.9"
"522","Deontay Burnett","Multi","WR","6.8","2","3.4"
"522","Elijhaa Penny","NYG","RB","6.8","16","0.4"
"525","Johnny Mundt","LAR","TE","6.6","14","0.5"
"526","Alexander Hollins","MIN","WR","6.6","5","1.3"
"527","Jason Moore Jr.","LAC","WR","6.3","10","0.6"
"528","Devin Funchess","IND","WR","6.2","1","6.2"
"529","Michael Crabtree","ARI","WR","6.2","3","2.1"
"530","Brett Hundley","ARI","QB","6.1","3","2.0"
"531","Johnny Holton","PIT","WR","6.0","16","0.4"
"531","Tyrod Taylor","LAC","QB","6.0","8","0.8"
"533","Taiwan Jones","HOU","RB","5.9","11","0.5"
"534","Donte Moncrief","Multi","WR","5.8","8","0.7"
"535","Cody Core","NYG","WR","5.8","16","0.4"
"536","Steven Mitchell Jr.","HOU","WR","5.7","4","1.4"
"536","Nick Bawden","DET","RB","5.7","10","0.6"
"536","Andre Roberts","BUF","WR","5.7","13","0.4"
"539","Russell Shepard","NYG","WR","5.5","3","1.8"
"540","Will Grier","CAR","QB","5.4","2","2.7"
"541","Ishmael Hyman","TB","WR","5.4","2","2.7"
"541","Ryan Grant","Multi","WR","5.4","2","2.7"
"543","Colt McCoy","WAS","QB","5.3","2","2.7"
"544","Anthony Sherman","KC","RB","5.1","16","0.3"
"545","C.J. Board","JAC","WR","5.1","4","1.3"
"545","Chris Moore","BAL","WR","5.1","14","0.4"
"547","Marqise Lee","JAC","WR","4.9","6","0.8"
"548","Stanley Morgan Jr.","CIN","WR","4.8","11","0.4"
"549","Paul Perkins","Multi","RB","4.8","4","1.2"
"550","Da'Mari Scott","NYG","WR","4.7","5","0.9"
"550","Cam Sims","WAS","WR","4.7","8","0.6"
"552","Pharaoh Brown","CLE","TE","4.7","9","0.5"
"553","Tanner Hudson","TB","TE","4.6","9","0.5"
"554","Josh Oliver","JAC","TE","4.5","4","1.1"
"554","Bobo Wilson","Multi","WR","4.5","6","0.8"
"556","T.J. Logan","TB","RB","4.3","12","0.4"
"556","C.J. Anderson","DET","RB","4.3","2","2.2"
"558","Mike Glennon","Multi","QB","4.2","3","1.4"
"559","Fred Brown","DEN","WR","4.1","13","0.3"
"559","Tyler Ervin","Multi","RB","4.1","10","0.4"
"559","Eric Saubert","Multi","TE","4.1","2","2.1"
"562","Codey McElroy","TB","TE","4.0","1","4.0"
"562","Josh Bellamy","NYJ","WR","4.0","7","0.6"
"564","Robert Davis","Multi","WR","3.7","6","0.6"
"564","Darius Jennings","TEN","WR","3.7","8","0.5"
"564","Zach Zenner","Multi","RB","3.7","6","0.6"
"567","Ashton Dulin","IND","WR","3.7","13","0.3"
"568","Gunner Olszewski","NE","WR","3.4","8","0.4"
"569","Mike Thomas","LAR","WR","3.4","16","0.2"
"570","Cody Hollister","TEN","WR","3.3","5","0.7"
"570","Isaac Nauta","DET","TE","3.3","6","0.6"
"572","Scott Simonson","NYG","TE","3.1","6","0.5"
"573","Keith Smith","ATL","RB","3.1","16","0.2"
"574","Levine Toilolo","SF","TE","3.0","13","0.2"
"574","Jay Ajayi","PHI","RB","3.0","4","0.8"
"576","Dalyn Dawkins","TEN","RB","2.6","2","1.3"
"576","Rashard Davis","TEN","WR","2.6","1","2.6"
"578","Roosevelt Nix","PIT","RB","2.4","3","0.8"
"579","Sean Culkin","LAC","TE","2.2","4","0.6"
"579","Jeff Smith","NYJ","WR","2.2","1","2.2"
"581","Chris Manhertz","CAR","TE","2.1","15","0.1"
"581","Antony Auclair","TB","TE","2.1","8","0.3"
"581","De'Anthony Thomas","Multi","WR","2.1","14","0.2"
"581","John Ursua","SEA","WR","2.1","3","0.7"
"585","Ben Koyack","JAC","TE","1.9","12","0.2"
"585","Austin Carr","NO","WR","1.9","7","0.3"
"587","Jordan Thomas","HOU","TE","1.8","6","0.3"
"587","Ricky Ortiz","NO","RB","1.8","2","0.9"
"589","Chris Herndon IV","NYJ","TE","1.7","2","0.9"
"589","Dwayne Harris","Multi","WR","1.7","3","0.6"
"591","Jaleel Scott","BAL","WR","1.6","3","0.5"
"591","Samaje Perine","Multi","RB","1.6","7","0.2"
"591","Dalton Schultz","DAL","TE","1.6","16","0.1"
"594","Jakob Johnson","NE","RB","1.5","4","0.4"
"594","Tyrone Swoopes","SEA","TE","1.5","6","0.3"
"594","Charles Jones","JAC","TE","1.5","4","0.4"
"597","Krishawn Hogan","NO","WR","1.4","8","0.2"
"597","Senorise Perry","BUF","RB","1.4","11","0.1"
"597","Zach Gentry","PIT","TE","1.4","4","0.4"
"597","Darrell Daniels","ARI","TE","1.4","11","0.1"
"601","Cyril Grayson Jr.","Multi","WR","1.3","2","0.7"
"601","Xavier Grimble","PIT","TE","1.3","3","0.4"
"603","Josh Adams","NYJ","RB","1.2","3","0.4"
"603","Damien Harris","NE","RB","1.2","2","0.6"
"605","Eric Tomlinson","Multi","TE","1.1","8","0.1"
"605","Dexter Williams","GB","RB","1.1","4","0.3"
"607","Buddy Howell","HOU","RB","1.0","16","0.1"
"608","John Kelly Jr.","LAR","RB","0.9","5","0.2"
"608","Jordan Scarlett","CAR","RB","0.9","9","0.1"
"608","Josh Ferguson","WAS","RB","0.9","2","0.5"
"611","Ryan Nall","CHI","RB","0.8","8","0.1"
"611","Josh McCown","PHI","QB","0.8","3","0.3"
"613","Tony Brooks-James","Multi","RB","0.7","3","0.2"
"614","Ryan Griffin","TB","QB","0.6","2","0.3"
"614","De'Lance Turner","Multi","RB","0.6","9","0.1"
"616","Sean Mannion","MIN","QB","0.5","3","0.2"
"617","Alfred Morris","Multi","RB","0.4","1","0.4"
"618","James Develin","NE","RB","0.3","2","0.2"
"619","Trace McSorley","BAL","QB","0.1","1","0.1"
"619","Trevor Siemian","NYJ","QB","0.1","1","0.1"
"621","Davion Davis","MIN","WR","0.0","2","0.0"
"621","Chad Williams","IND","WR","0.0","1","0.0"
"621","Geno Smith","SEA","QB","0.0","1","0.0"
"621","Kendall Blanton","LAR","TE","0.0","1","0.0"
"621","Garrett Celek","SF","TE","0.0","6","0.0"
"621","Jalen Guyton","LAC","WR","0.0","3","0.0"
"621","Jeremy McNichols","Multi","RB","0.0","1","0.0"
"621","James Franklin","FA","QB","0.0","1","0.0"
"621","Drew Anderson","ARI","QB","0.0","1","0.0"
"621","Jester Weah","WAS","WR","0.0","1","0.0"
"621","Alex Tanney","NYG","QB","0.0","1","0.0"
"621","Cullen Gillaspia","HOU","RB","0.0","16","0.0"
"621","Chad Kelly","IND","QB","0.0","1","0.0"
"621","Ryan Santoso","TEN","K","0.0","3","0.0"
"621","Carson Meier","ATL","TE","0.0","1","0.0"
"621","Jaydon Mickens","TB","WR","0.0","1","0.0"
"621","Freddie Martino","FA","WR","0.0","1","0.0"
"621","Stevan Ridley","FA","RB","0.0","1","0.0"
"621","Austin Walter","NYG","RB","0.0","1","0.0"
"621","Brandon Weeden","FA","QB","0.0","1","0.0"
"621","Tom Kennedy","DET","WR","0.0","1","0.0"
"621","David Fales","NYJ","QB","0.0","2","0.0"
"621","Trayveon Williams","CIN","RB","0.0","11","0.0"
"621","Michael Burton","WAS","RB","0.0","11","0.0"
"621","Kyle Nelson","SF","TE","0.0","11","0.0"
"621","Spencer Schnell","TB","WR","0.0","1","0.0"
"621","Stephen Anderson","Multi","TE","0.0","1","0.0"
"621","Leonte Carroo","FA","WR","0.0","1","0.0"
"621","Travis Fulgham","DET","WR","0.0","3","0.0"
"621","Brock Osweiler","FA","QB","0.0","1","0.0"
"621","Gary Jennings Jr.","Multi","WR","0.0","1","0.0"
"621","Marcus Kemp","KC","WR","0.0","1","0.0"
"621","Equanimeous St. Brown","GB","WR","0.0","1","0.0"
"621","Cam Phillips","FA","WR","0.0","1","0.0"
"621","Craig Reynolds","Multi","RB","0.0","3","0.0"
"621","Nsimba Webster","LAR","WR","0.0","5","0.0"
"621","Josh Doctson","MIN","WR","0.0","1","0.0"
"621","Antonio Gates","FA","TE","0.0","1","0.0"
"621","Evan Baylis","GB","TE","0.0","5","0.0"
"621","Juwann Winfree","DEN","WR","0.0","3","0.0"
"621","Lil'Jordan Humphrey","NO","WR","0.0","5","0.0"
"621","Jason Vander Laan","Multi","TE","0.0","2","0.0"
"621","Jace Sternberger","GB","TE","0.0","6","0.0"
"621","Bryce Love","WAS","RB","0.0","1","0.0"
"621","Joshua Dobbs","Multi","QB","0.0","1","0.0"
"621","Alex Ellis","PHI","TE","0.0","3","0.0"
"621","Brandin Bryant","CLE","RB","0.0","4","0.0"
"621","Matt Cassel","FA","QB","0.0","1","0.0"
"621","Deante Burton","Multi","WR","0.0","3","0.0"
"621","C.J. Beathard","SF","QB","0.0","1","0.0"
"621","Taywan Taylor","CLE","WR","0.0","4","0.0"
"621","J'Mon Moore","CLE","WR","0.0","1","0.0"
"621","Jordan Reed","WAS","TE","0.0","1","0.0"
"621","Darrius Heyward-Bey","FA","WR","0.0","1","0.0"
"621","Logan Paulsen","HOU","TE","0.0","1","0.0"
"621","Brian Parker","NO","TE","0.0","1","0.0"
"621","Andy Jones","MIA","WR","0.0","1","0.0"
"621","Josh Malone","NYJ","WR","0.0","3","0.0"
"621","Jordan Franks","CIN","TE","0.0","1","0.0"
"621","Kaelin Clay","FA","WR","0.0","1","0.0"
"621","Lance Lenoir Jr.","FA","WR","0.0","1","0.0"
"621","Matt Lengel","IND","TE","0.0","2","0.0"
"621","David Morgan II","MIN","TE","0.0","1","0.0"
"621","Pierre Garcon","FA","WR","0.0","1","0.0"
"621","Torrey Smith","FA","WR","0.0","1","0.0"
"621","A.J. Green","CIN","WR","0.0","1","0.0"
"621","Deonte Thompson","FA","WR","0.0","1","0.0"
"621","Darvin Kidsy","WAS","WR","0.0","4","0.0"
"621","Jake Butt","DEN","TE","0.0","1","0.0"
"621","Mason Schreck","CIN","TE","0.0","3","0.0"
"621","Lamar Miller","HOU","RB","0.0","1","0.0"
"621","Alan Cross","FA","TE","0.0","1","0.0"
"621","Sam Bradford","FA","QB","0.0","1","0.0"
"621","David Fluellen","TEN","RB","0.0","2","0.0"
"621","Sebastian Janikowski","FA","K","0.0","1","0.0"
"621","Jerell Adams","Multi","TE","0.0","1","0.0"
"621","Ed Dickson","SEA","TE","0.0","1","0.0"
"621","Cooper Rush","DAL","QB","0.0","2","0.0"
"621","Christine Michael","FA","RB","0.0","1","0.0"
"621","Corey Coleman","NYG","WR","0.0","1","0.0"
"621","DuJuan Harris","FA","RB","0.0","1","0.0"
"621","Daurice Fountain","IND","WR","0.0","1","0.0"
"621","Tre Madden","FA","RB","0.0","1","0.0"
"621","Max McCaffrey","FA","WR","0.0","1","0.0"
"621","Neal Sterling","FA","TE","0.0","1","0.0"
"621","Jeremy Ross","FA","WR","0.0","1","0.0"
"621","Jamaal Charles","FA","RB","0.0","1","0.0"
"621","Jeremy Langford","FA","RB","0.0","1","0.0"
"621","Saeed Blacknall","ARI","WR","0.0","1","0.0"
"621","Robert Turbin","SEA","RB","0.0","2","0.0"
"621","Riley McCarron","FA","WR","0.0","1","0.0"
"621","Graham Gano","CAR","K","0.0","1","0.0"
"621","Keenan Reynolds","FA","WR","0.0","1","0.0"
"621","Kaare Vedvik","Multi","K","0.0","1","0.0"
"621","Mike Wallace","FA","WR","0.0","1","0.0"
"621","Jermaine Gresham","FA","TE","0.0","1","0.0"
"621","Travaris Cadet","FA","RB","0.0","1","0.0"
"621","River Cracraft","Multi","WR","0.0","2","0.0"
"621","James Jones","FA","WR","0.0","1","0.0"
"621","Trenton Cannon","NYJ","RB","0.0","4","0.0"
"621","Brandon Dillon","MIN","TE","0.0","1","0.0"
"621","Justin Davis","ARI","RB","0.0","1","0.0"
"621","Eli Rogers","FA","WR","0.0","1","0.0"
"621","Brandon Marshall","FA","WR","0.0","1","0.0"
"621","Garrett Dickerson","NYG","TE","0.0","5","0.0"
"621","Jamize Olawale","DAL","RB","0.0","16","0.0"
"621","Jeremy Hill","FA","RB","0.0","1","0.0"
"621","Caleb Sturgis","FA","K","0.0","1","0.0"
"621","Matt McCrane","FA","K","0.0","1","0.0"
"621","Charone Peake","FA","WR","0.0","1","0.0"
"621","Derrick Willies","CLE","WR","0.0","1","0.0"
"621","Giorgio Tavecchio","FA","K","0.0","1","0.0"
"621","Gehrig Dieter","KC","WR","0.0","3","0.0"
"621","Brandon LaFell","FA","WR","0.0","1","0.0"
"621","Joe Williams","FA","RB","0.0","1","0.0"
"621","Keith Kirkwood","NO","WR","0.0","1","0.0"
"621","Mike Gillislee","FA","RB","0.0","1","0.0"
"621","Jordy Nelson","FA","WR","0.0","1","0.0"
"621","Tony Jones","FA","WR","0.0","1","0.0"
"621","Victor Bolden Jr.","DET","WR","0.0","1","0.0"
"621","Kamar Aiken","FA","WR","0.0","1","0.0"
"621","Andre Holmes","FA","WR","0.0","1","0.0"
"621","Mark Sanchez","FA","QB","0.0","1","0.0"
"621","Alex Smith","WAS","QB","0.0","1","0.0"
"621","Keon Hatcher","Multi","WR","0.0","1","0.0"
"621","Kelvin Benjamin","FA","WR","0.0","1","0.0"
"621","Alex Collins","FA","RB","0.0","1","0.0"
"621","Martavis Bryant","FA","WR","0.0","1","0.0"
"621","JoJo Natson","LAR","WR","0.0","12","0.0"
"621","Khari Lee","FA","TE","0.0","1","0.0"
"621","Taylor Heinicke","WAS","QB","0.0","1","0.0"
"621","Chandler Cox","MIA","RB","0.0","13","0.0"
"621","Detrez Newsome","LAC","RB","0.0","1","0.0"
"621","Andrew Luck","FA","QB","0.0","1","0.0"
"621","Jerome Cunningham","WAS","TE","0.0","3","0.0"
"621","Jonathan Stewart","FA","RB","0.0","1","0.0"
"621","Cameron Artis-Payne","FA","RB","0.0","1","0.0"
"621","Chad Henne","KC","QB","0.0","1","0.0"
"621","LeGarrette Blount","FA","RB","0.0","1","0.0"
"621","Beau Brinkley","TEN","TE","0.0","16","0.0"
"621","Justin Hunter","FA","WR","0.0","1","0.0"
"621","Brian Quick","FA","WR","0.0","1","0.0"
"621","Markus Wheaton","FA","WR","0.0","1","0.0"
"621","Joe Webb III","HOU","QB","0.0","1","0.0"
"621","Lavon Coleman","FA","RB","0.0","1","0.0"
"621","Rob Gronkowski","FA","TE","0.0","1","0.0"
"621","Bradley Marquez","FA","WR","0.0","1","0.0"
"621","Erik Swoope","FA","TE","0.0","1","0.0"
"621","Cole Wick","Multi","TE","0.0","1","0.0"
"621","Brandon Tate","FA","WR","0.0","1","0.0"
"621","David Grinnage","FA","TE","0.0","1","0.0"
"621","Janarion Grant","FA","WR","0.0","1","0.0"
"621","Rod Streater","FA","WR","0.0","1","0.0"
"621","Alonzo Russell","FA","WR","0.0","1","0.0"
"621","Chris Ivory","FA","RB","0.0","1","0.0"
"621","Rashad Greene","FA","WR","0.0","1","0.0"
"621","Matthew Slater","NE","WR","0.0","16","0.0"
"621","J.J. Jones","FA","WR","0.0","1","0.0"
"621","Jehu Chesson","WAS","WR","0.0","1","0.0"
"621","Jeremy Kerley","FA","WR","0.0","1","0.0"
"621","Clark Harris","CIN","TE","0.0","16","0.0"
"621","Terrance Williams","FA","WR","0.0","1","0.0"
"621","D.J. Foster","ARI","RB","0.0","6","0.0"
"621","Dion Sims","FA","TE","0.0","1","0.0"
"621","Nate Sudfeld","PHI","QB","0.0","1","0.0"
"621","Trenton Irwin","CIN","WR","0.0","1","0.0"
"621","Donnie Ernsberger","FA","RB","0.0","1","0.0"
"621","Noah Brown","DAL","WR","0.0","1","0.0"
"621","Doug Baldwin","FA","WR","0.0","1","0.0"
"621","Jason Croom","BUF","TE","0.0","1","0.0"
"621","Derrick Coleman","FA","RB","0.0","1","0.0"
"621","Justin Hardee","NO","WR","0.0","16","0.0"
"621","Richard Rodgers","PHI","TE","0.0","2","0.0"
"621","Kenneth Dixon","NYJ","RB","0.0","1","0.0"
"621","Jordan Chunn","DAL","RB","0.0","1","0.0"
"621","Rod Smith","Multi","RB","0.0","7","0.0"
"621","Mose Frazier","FA","WR","0.0","1","0.0"
"798","Tim Boyle","GB","QB","-0.1","3","-0.0"
"799","Nick Mullens","SF","QB","-0.3","2","-0.2"
"800","Garrett Gilbert","CLE","QB","-0.3","6","-0.1"
"801","Michael Walker","JAC","WR","-0.5","7","-0.1"
"802","Jarrett Stidham","NE","QB","-0.6","3","-0.2"
"803","Blake Bortles","LAR","QB","-0.8","4","-0.2"
"804","Darrius Shepherd","GB","WR","-0.9","6","-0.2"
"805","Quincy Enunwa","NYJ","WR","-1.4","1","-1.4"
"806","Greg Dortch","Multi","WR","-2.0","2","-1.0"
"806","Ray-Ray McCloud","Multi","WR","-2.0","6","-0.3"
"808","Corey Clement","PHI","RB","-4.0","4","-1.0"
""
""
